Input,INTENT
That will work thank you and you will cancel today at three o'clock,cncl appt
I don't need to be connected,cncl appt
I want to cancel it and get a refund,cncl appt
I'd like to cancel the appointment time works now very fine,cncl appt
I has to cancel it,cncl appt
I would like to cancel that appointment my phone is working,cncl appt
Thank you canceled my original appointment and I need to see if I can still have it,cncl appt
Don't cancel it because I got the TV plan,cncl appt
Cancel appointment please cancel appointment,cncl appt
I need to cancel the appointment thank you,cncl appt
My D V came back on so I don't need the appointment,cncl appt
Thank you that's all just want to make a cancellation,cncl appt
Cancellation I'm calling to cancel that appointment no longer need,cncl appt
My cable came back on I don't need Kelso,cncl appt
Yeah I just wanna cancel that appointment for tomorrow,cncl appt
I want you to cancel that I no longer need a service call,cncl appt
Can I cancel 6 to 8,cncl appt
Did you cancel the technician,cncl appt
I want you to cancel it please,cncl appt
Need to cancel that,cncl appt
Buy I want to cancel TV,cncl appt
I like to cancel that appointment because I don't want Internet address,cncl appt
I'd like to cancel it because everything is working fine,cncl appt
Cancel be appointment,cncl appt
I don't want to come,cncl appt
Hi I I don't need help,cncl appt
Make a conscious yeah need to cancel please now my TV working,cncl appt
I need to cancel that I am not in the hospital,cncl appt
I had changed and I wanna cancel it,cncl appt
Lauren is there I'm still at work so I have to cancel,cncl appt
I need to cancel back appointment and make a new one,cncl appt
Service was canceled,cncl appt
I wanna cancel it I want to cancel my appointment,cncl appt
Nothing program delete all,cncl appt
We do not need the technician Microsoft it's working,cncl appt
Cancel my appointment I need to cancel my appointment,cncl appt
I want to cancel the appointment I want to cancel the appointment,cncl appt
I want to cancel the service,cncl appt
Cancel my order okay,cncl appt
I just need to cancel my appointment,cncl appt
I wanna cancel appointment,cncl appt
I want to cancel cancel it I don't want it,cncl appt
I need to cancel my appointment I don't have that problem anymore,cncl appt
Is the technician coming or has it been canceled,cncl appt
Oh because the appointment I I think I have to cancel it,cncl appt
I don't know what it is please can you cancel our call or do something,cncl appt
Caller I D just started working so I don't need the servicemen,cncl appt
I canceled animated for today at four o'clock,cncl appt
I need to cancel it the phone is working now,cncl appt
No no no I don't want to eleven,cncl appt
Delete candy,cncl appt
Hi canceled yesterday two different times and you guys called me twice today,cncl appt
Received a text that the service has been canceled,cncl appt
Cancel appointment internetworking,cncl appt
Want to cancel the big state already,cncl appt
I just want to cancel the appointment today,cncl appt
Ma'am I want to cancel please cancel that I got company from out of town,cncl appt
Television is okay please cancel appointment,cncl appt
Customer service yes yes I want to cancel the fuck to talk about,cncl appt
I am not canceling,cncl appt
Cancel appointment troubleshot job,cncl appt
Service is back in working again so I haven't had any issues so cancel appointment,cncl appt
I would like to cancel at,cncl appt
I don't need help with my appointments,cncl appt
I want to cancel that appointment for tomorrow morning,cncl appt
Can you cancel the service,cncl appt
Can you cancel,cncl appt
Someone called yesterday to cancel our appointment,cncl appt
My problem is I don't need technician,cncl appt
Not happy with service cancel,cncl appt
I would like to cancel a appointment please,cncl appt
Don't cancel my appointment,cncl appt
I don't need to help with the appointment can I speak to a representative please,cncl appt
I'm Coufal want to cancel it,cncl appt
Because I want to cancel it,cncl appt
I don't need another time I need a technician that was here to come upstairs,cncl appt
I want to cancel up Kathy appointment,cncl appt
I need to cancel that because it TVs back on again,cncl appt
I had to cancel that appointment I have a doctors emergency,cncl appt
Hi I wanted to cancel my appointment my TV is working just fine,cncl appt
No do that cancel my appointment now,cncl appt
Cancel appointment I texted you three hours ago to cancel,cncl appt
You can cancel it TVs working,cncl appt
We're having problems cancel intercarrier current carrier,cncl appt
Because they canceled my appointment tomorrow and I need to find out when your annuities,cncl appt
Yes that is for December and January both right cancellation that's what I want to four,cncl appt
Cancel that appointment cancel that appointment,cncl appt
I need to cancel because they expect it,cncl appt
Cancel it it's working now,cncl appt
Need to cancel this and speak to an agent,cncl appt
I called to cancel it,cncl appt
I just got an email that appointment was canceled,cncl appt
I'm I'd like to cancel an appointment I found my phone and I found what the problem is so we don't need to come out,cncl appt
Yeah yeah I want to cancel it,cncl appt
I cancel the appointment,cncl appt
I don't want an appointment,cncl appt
I'd like to cancel it my phone is working,cncl appt
I'm going to cancel just want to change it to next week 7 to 9,cncl appt
The TV went on this morning I'm all set I don't need my appointments I'm all set did you get that,cncl appt
I need to cancel account they come back on last night,cncl appt
I need to cancel the appointment the issue has been resolved,cncl appt
That's it just make sure the appointment is canceled,cncl appt
I don't I don't need a technician I need to cancel this appointment,cncl appt
Cancel department I'm Strawick,cncl appt
Cancel the appointment three option three,cncl appt
We don't need them to come,cncl appt
I was notified about appointment cancellation,cncl appt
Cancel everything is working now,cncl appt
I want to cancel an appointment I I just fixed myself,cncl appt
I need to cancel the problems been set,cncl appt
Hi I have fixed the problem and we need to cancel an appointment,cncl appt
Can we cancel the appointment,cncl appt
I don't need nothing,cncl appt
I need to cancel the appointment because everything is working fine this morning when I got up,cncl appt
What you to cancel the appointment,cncl appt
I like to cancel my phone is working now,cncl appt
I don't know canceling,cncl appt
No can you cancel the appointment,cncl appt
About appointment appointment I want to cancel an appointment,cncl appt
I do not need the appointment,cncl appt
Yes schedule but now I was postulates it TV and it's working so soon after so I want to cancel the appointment,cncl appt
Well I think I'll cancel it because my Internet is working again,cncl appt
Cancel the technician equipment is working,cncl appt
Okay if they come to call me they need to call me when another number,cncl appt
Customer service canceled appointment cancel appointment cancel appointment,cncl appt
I want to cancel pointment the picture come back,cncl appt
No I can't do it at nine thirty no cancel,cncl appt
I would like to cancel it okay,cncl appt
I need to cancel it I R R T R,cncl appt
I wonder I wonder some person that was here today it's not I don't want nobody,cncl appt
